name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Gonzalez,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Guedes,5.3,0,0,0,0,3,1.0,0.566,MID,Wolves,44,-0.605
H.Bueno,4.5,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
Hee Chan,6.2,2,0,0,0,6,1.2,0.9677,MID,Wolves,219,-0.605
Hodge,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Hoever,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
J.Gomes,4.9,6,0,0,0,8,1.3,1.633,MID,Wolves,493,-0.605
José Sá,4.4,2,0,0,0,1,0.5,0.2273,GK,Wolves,180,-0.605
Kalajdžić,4.9,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.605
King,4.0,0,0,0,0,0,0.0,0.0,GK,Wolves,0,-0.605
Mario Jr.,5.0,6,1,1,2,22,3.7,4.4,MID,Wolves,539,-0.605
Mosquera,4.0,5,0,0,0,3,0.6,0.75,DEF,Wolves,441,-0.605
N.Semedo,4.5,4,0,0,0,4,1.0,0.8889,DEF,Wolves,330,-0.605
Pedro Lima,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
Podence,5.5,0,0,0,0,2,1.0,0.3636,MID,Wolves,46,-0.605
R.Gomes,5.3,1,0,0,0,4,1.3,0.7547,MID,Wolves,115,-0.605
S.Bueno,4.4,1,0,0,0,1,0.5,0.2273,DEF,Wolves,84,-0.605
Sarabia,5.2,0,0,0,0,2,1.0,0.3846,MID,Wolves,28,-0.605
Strand Larsen,5.5,6,1,1,2,19,3.2,3.455,FWD,Wolves,474,-0.605
Toti,4.3,4,0,1,1,4,1.0,0.9302,DEF,Wolves,360,-0.605
Meupiyou,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
André,5.0,3,0,0,0,5,1.2,1.0,MID,Wolves,260,-0.605
Forbs,5.5,0,0,0,0,1,0.5,0.1818,MID,Wolves,42,-0.605
Pond,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
