name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Guedes,5.3,0,0,0,0,3,1.0,0.566,MID,Wolves,44,-0.412
H.Bueno,4.5,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.412
Hee Chan,6.2,2,0,0,0,5,1.2,0.8065,MID,Wolves,197,-0.412
Hodge,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.412
Hoever,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.412
J.Gomes,4.9,5,0,0,0,6,1.2,1.224,MID,Wolves,403,-0.412
José Sá,4.4,2,0,0,0,1,0.5,0.2273,GK,Wolves,180,-0.412
Kalajdžić,4.9,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.412
King,4.0,0,0,0,0,0,0.0,0.0,GK,Wolves,0,-0.412
Mario Jr.,5.0,5,1,1,2,20,4.0,4.0,MID,Wolves,449,-0.412
Mosquera,4.0,5,0,0,0,3,0.6,0.75,DEF,Wolves,441,-0.412
N.Semedo,4.5,3,0,0,0,3,1.0,0.6667,DEF,Wolves,240,-0.412
Pedro Lima,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.412
Podence,5.5,0,0,0,0,2,1.0,0.3636,MID,Wolves,46,-0.412
R.Gomes,5.3,1,0,0,0,4,1.3,0.7547,MID,Wolves,115,-0.412
S.Bueno,4.4,0,0,0,0,0,0.0,0.0,DEF,Wolves,8,-0.412
Sarabia,5.2,0,0,0,0,2,1.0,0.3846,MID,Wolves,28,-0.412
Strand Larsen,5.5,5,1,1,2,17,3.4,3.091,FWD,Wolves,407,-0.412
Toti,4.4,3,0,1,1,3,1.0,0.6818,DEF,Wolves,270,-0.412
Meupiyou,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.412
André,5.0,2,0,0,0,4,1.3,0.8,MID,Wolves,170,-0.412
Forbs,5.5,0,0,0,0,1,1.0,0.1818,MID,Wolves,4,-0.412
